Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT107316674,Wed Apr 12 13:08:35 IST 2023,4.62423E+11,LWOB19201083,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aJIP/6294ac86aeb26921aff342c7/-462422847-brown-MODEL.jpg
RT106983154,Tue Apr 11 13:49:47 IST 2023,4.62504E+11,LWBP20213008,8.90537E+12,Men-Backpacks,FLY FASHION,1,1146,Others,Different product delivered,RVP,Colourblock Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/dIUw/6294acc0f997dd03e245bc15/-462504148-black-MODEL.jpg
RT107164613,Tue Apr 11 11:59:12 IST 2023,4.62218E+11,LWSB20213018,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1bny/6294abf9aeb26921aff32f76/-462218005-brown-MODEL.jpg
RT107142781,Tue Apr 11 08:52:23 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Does not fit well,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT107132038,Mon Apr 10 20:31:23 IST 2023,4.62218E+11,LWSB20213018,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1bny/6294abf9aeb26921aff32f76/-462218005-brown-MODEL.jpg
RT107069525,Mon Apr 10 17:44:40 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT107065620,Mon Apr 10 17:13:30 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Size/Colour Issue,Size is smaller than expected,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT107064579,Mon Apr 10 17:01:18 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Others,Others,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT107058239,Mon Apr 10 14:27:33 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Did not like the product,Not happy with product quality,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT106820302,Mon Apr 10 13:58:20 IST 2023,4.62504E+11,LWBP20213019,8.90537E+12,Men-Backpacks,FLY FASHION,1,1050,Others,Different product delivered,RVP,Laptop Back Pack with Brand Logo ,https://assets.ajio.com/medias/sys_master/root/20220530/Cdj5/6294acd8aeb26921aff34c15/-462504152-grey-MODEL.jpg
RT107045061,Mon Apr 10 11:17:00 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Not happy with product quality,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT107035262,Mon Apr 10 10:54:21 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,668,Did not like the product,Did not like the product,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT107022360,Mon Apr 10 09:54:59 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Defective/Damage Product received,Product torn worn out,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT106975684,Sun Apr 09 17:26:01 IST 2023,4.62418E+11,LWOB19201078,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Others,Product not required anymore,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/eMCW/6294ac76f997dd03e245b29c/-462418329-black-MODEL.jpg
RT106971382,Sun Apr 09 14:56:37 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Size is smaller than expected,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT106883050,Sun Apr 09 12:39:33 IST 2023,4.62462E+11,LWWC16176104,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,641,Others,Others,Self Ship Without Shipping Charge,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/rKS9/6294acd9f997dd03e245bda0/-462462229-blue-MODEL.jpg
RT106912332,Sat Apr 08 21:34:58 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Did not like the product,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT106890693,Sat Apr 08 19:56:50 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT106886728,Sat Apr 08 19:38:22 IST 2023,4.62501E+11,FLYSB202102,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Wrong Item Shipped ,Product not as displayed on website,RVP,Colourblock Messenger Bag,https://assets.ajio.com/medias/sys_master/root/20220530/9sZT/6294ac69f997dd03e245b11e/-462501030-black-MODEL.jpg
RT106900462,Sat Apr 08 19:03:13 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Size/Colour Issue,Size is smaller than expected,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT106823888,Sat Apr 08 13:27:02 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT106820013,Fri Apr 07 23:08:23 IST 2023,4.62462E+11,LWWC16176140,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,496,Others,Others,RVP,Unisex 6 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/OCbk/6294ac55f997dd03e245aec4/-462462246-black-MODEL.jpg
RT106746030,Fri Apr 07 10:55:36 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT106728125,Fri Apr 07 09:51:34 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Defective/Damage Product received,Received damaged,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT106685544,Thu Apr 06 21:35:29 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Wrong Item Shipped ,Different product delivered,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT106627627,Thu Apr 06 15:23:02 IST 2023,4.62507E+11,LWWP2101,8.90537E+12,Men-Sports & Utility Bag,FLY FASHION,1,305,Did not like the product,Did not like the product,RVP,Geometric Print Satchel,https://assets.ajio.com/medias/sys_master/root/20220530/j7Vq/6294acdeaeb26921aff34cc5/-462506640-red-MODEL.jpg
RT106629210,Thu Apr 06 12:46:26 IST 2023,4.6252E+11,LWBP20213014,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/hzDr/6294ac80aeb26921aff34210/-462519842-grey-MODEL.jpg
RT106596709,Thu Apr 06 09:06:07 IST 2023,4.62329E+11,LWOB16171120,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1039,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/L7Dv/6294ac36f997dd03e245aa26/-462329286-black-MODEL.jpg
RT106584340,Wed Apr 05 21:29:27 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Size/Colour Issue,Size is larger than expected,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT106460912,Wed Apr 05 11:16:30 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Defective/Damage Product received,Product torn worn out,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT106506246,Wed Apr 05 09:33:33 IST 2023,4.62309E+11,LWDB16174096,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1123,Size/Colour Issue,Size is larger than expected,RVP,Travel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/2DMV/6294ac00aeb26921aff3309c/-462308805-blue-MODEL.jpg
RT106393224,Tue Apr 04 17:43:02 IST 2023,4.62419E+11,LWHK2020103,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,993,Did not like the product,Not happy with product quality,RVP,Back Pack with Zip-Closure ,https://assets.ajio.com/medias/sys_master/root/20220530/NMi9/6294ac42f997dd03e245abe2/-462418629-grey-MODEL.jpg
RT106370551,Tue Apr 04 17:40:24 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT106365296,Tue Apr 04 15:01:19 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,847,Defective/Damage Product received,Product torn worn out,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT106323722,Tue Apr 04 11:33:14 IST 2023,4.62389E+11,LWBP19203068,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1069,Size/Colour Issue,Does not fit well,RVP,Textured Travel Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/5zwG/6294ac3aaeb26921aff33917/-462389061-multi-MODEL.jpg
RT106304974,Tue Apr 04 08:38:23 IST 2023,4.62418E+11,LWOB19201084,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/3MUr/6294acbaf997dd03e245bb5b/-462418267-multi-MODEL.jpg
RT106307331,Mon Apr 03 22:13:35 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Defective/Damage Product received,Received defective merchandise,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT106302242,Mon Apr 03 20:57:23 IST 2023,4.62501E+11,FLYSB202103,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,443,Did not like the product,Does not look good on me,RVP,Messenger Bag with Signature Branding,https://assets.ajio.com/medias/sys_master/root/20220530/k4Oe/6294acb4f997dd03e245ba90/-462501023-grey-MODEL.jpg
RT106299139,Mon Apr 03 20:18:58 IST 2023,4.62508E+11,LWBP20213022,8.90537E+12,Men-Backpacks,FLY FASHION,1,916,Wrong Item Shipped,Different product delivered,RVP,Colourblock Backpack with Branding,https://assets.ajio.com/medias/sys_master/root/20220530/SAJa/6294acf2f997dd03e245c08e/-462507585-black-MODEL.jpg
RT106280588,Mon Apr 03 20:01:43 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Size/Colour Issue,Size is smaller than expected,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT106300008,Mon Apr 03 19:34:23 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Size/Colour Issue,Does not fit well,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT106256999,Mon Apr 03 18:40:10 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT106194100,Mon Apr 03 16:58:39 IST 2023,4.6247E+11,LWWC16176091,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,641,Others,Did not like the product,RVP, Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/SjIV/6294ac94f997dd03e245b66c/-462469804-multi-MODEL.jpg
RT106176828,Mon Apr 03 14:05:51 IST 2023,4.62218E+11,LWSB20213024,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aOs7/6294ac00aeb26921aff33098/-462218355-black-MODEL.jpg
RT106252700,Mon Apr 03 13:22:32 IST 2023,4.62211E+11,LWSB20213025,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Others,Size is smaller than expected,RVP,Sling Bag with Flap,https://assets.ajio.com/medias/sys_master/root/20220530/me9c/6294abf7f997dd03e245a03c/-462210682-brown-MODEL.jpg
RT106178008,Mon Apr 03 10:06:22 IST 2023,4.62218E+11,LWSB20213024,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aOs7/6294ac00aeb26921aff33098/-462218355-black-MODEL.jpg
RT106158455,Mon Apr 03 09:40:23 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Others,Others,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT106141604,Sun Apr 02 22:45:08 IST 2023,4.62591E+11,LWOB202103,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,2,2353,Size/Colour Issue,Size is larger than expected,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT106108824,Sun Apr 02 18:07:14 IST 2023,4.62507E+11,LWWP2101,8.90537E+12,Men-Sports & Utility Bag,FLY FASHION,1,305,Did not like the product,Does not look good on me,RVP,Geometric Print Satchel,https://assets.ajio.com/medias/sys_master/root/20220530/j7Vq/6294acdeaeb26921aff34cc5/-462506640-red-MODEL.jpg
RT106100672,Sun Apr 02 15:15:30 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Wrong Item Shipped,Different product delivered,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT106103443,Sun Apr 02 14:36:53 IST 2023,4.624E+11,FLYBP202102,8.90537E+12,Men-Backpacks,FLY FASHION,1,831,Did not like the product,Not happy with product quality,RVP,Colourblock Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/iyZr/6294ac49f997dd03e245acd5/-462400177-multi-MODEL.jpg
RT106063683,Sun Apr 02 08:12:39 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT106049954,Sun Apr 02 06:28:47 IST 2023,4.6245E+11,LWTP202101,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Did not like the product,Does not look good on me,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/uLy3/6294acbfaeb26921aff349d8/-462450381-black-MODEL.jpg
RT106052222,Sat Apr 01 19:56:08 IST 2023,4.62504E+11,LWBP20213019,8.90537E+12,Men-Backpacks,FLY FASHION,1,1050,Did not like the product,Did not like the product,RVP,Laptop Back Pack with Brand Logo ,https://assets.ajio.com/medias/sys_master/root/20220530/Cdj5/6294acd8aeb26921aff34c15/-462504152-grey-MODEL.jpg
RT106014071,Sat Apr 01 13:37:09 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT105997253,Sat Apr 01 12:10:11 IST 2023,4.62364E+11,LWDB16174099,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Did not like the product,Did not like the product,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20220530/0DHa/6294ac3aaeb26921aff3391d/-462364178-brown-MODEL.jpg
RT105973708,Sat Apr 01 11:19:20 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Defective/Damage Product received,Product torn worn out,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT105962698,Sat Apr 01 10:04:18 IST 2023,4.62278E+11,LWSB20213023,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,580,Size/Colour Issue,Want to change style color,RVP,Sling Bag with Detachable Strap ,https://assets.ajio.com/medias/sys_master/root/20220530/z2cb/6294ac0daeb26921aff3329a/-462277952-brown-MODEL.jpg
RT105968486,Sat Apr 01 09:38:38 IST 2023,4.62211E+11,LWSB20213025,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,566,Did not like the product,Did not like the product,RVP,Sling Bag with Flap,https://assets.ajio.com/medias/sys_master/root/20220530/me9c/6294abf7f997dd03e245a03c/-462210682-brown-MODEL.jpg
RT105968486,Sat Apr 01 09:38:38 IST 2023,4.62218E+11,LWSB20213015,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Leather Messenger Bag with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/8s8U/6294ac34aeb26921aff33823/-462218089-brown-MODEL.jpg
RT105961132,Fri Mar 31 22:31:18 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Wrong Item Shipped ,Different product delivered,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT105940596,Fri Mar 31 21:16:00 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Did not like the product,Not happy with product quality,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT105794371,Fri Mar 31 18:52:32 IST 2023,4.62462E+11,LWWC16176104,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,641,Others,Different product delivered,RVP,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/rKS9/6294acd9f997dd03e245bda0/-462462229-blue-MODEL.jpg
RT105885409,Fri Mar 31 15:06:19 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Did not like the product,Not happy with product quality,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
